Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_2	CDS	Integral_membrane_protein	3924684	3926589	1	1	254	254.0	100.0%	complete
contig_3	CDS	Polymerase_nucleotidyl_transferase_domain-containing_protein	2918109	2918814	1	1	17	17.0	100.0%	complete
contig_3	CDS	S-adenosyl_methyltransferase	1870889	1871792	1	1	3295	3295.0	100.0%	complete
contig_2	CDS	N-acyl-D-amino-acid_deacylase	5250172	5251804	1	1	699	699.0	100.0%	complete
contig_2	CDS	DUF742_domain-containing_protein	2803714	2804077	1	1	3876	3876.0	100.0%	complete
contig_2	CDS	Cyclohexanecarboxylate-CoA_ligase	3610736	3612302	1	0	0	0.0	0.0%	empty
contig_3	CDS	Lipoprotein	1341406	1342876	1	1	80	80.0	100.0%	complete
contig_2	CDS	Oxygen_sensor_histidine_kinase_NreB	2053290	2054547	1	1	430	430.0	100.0%	complete
contig_2	CDS	Histidine_phosphatase	3084697	3085291	1	1	1063	1063.0	100.0%	complete
contig_2	CDS	Chromosome_segregation_ATPase	1355092	1359766	1	1	725	725.0	100.0%	complete
contig_2	CDS	Adenosylcobinamide-GDP_ribazoletransferase	2445283	2446087	1	1	7	7.0	100.0%	complete
contig_2	CDS	ATP-dependent_helicase_HrpB	2229887	2232479	1	1	316	316.0	100.0%	complete
contig_2	CDS	Cytochrome_P450	4898171	4899383	1	1	1447	1447.0	100.0%	complete
contig_2	CDS	N-acetyltransferase	849997	850486	1	1	114	114.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1686824	1688636	1	1	422	422.0	100.0%	complete
contig_3	CDS	Lytic_transglycosylase	2257428	2258088	1	0	0	0.0	0.0%	empty
contig_2	CDS	Putative_acyl_carrier_protein	4686462	4687041	1	1	2011	2011.0	100.0%	complete
contig_2	CDS	DUF4190_domain-containing_protein	3559371	3559671	1	1	235	235.0	100.0%	complete
contig_2	CDS	HipA-like_kinase_domain-containing_protein	108497	109334	1	1	330	330.0	100.0%	complete
contig_2	CDS	YajQ_family_cyclic_di-GMP-binding_protein	3732969	3733458	1	1	2155	2155.0	100.0%	complete
contig_2	CDS	LysM_domain-containing_protein	4996127	4997159	1	0	0	0.0	0.0%	empty
contig_3	CDS	Putative_sugar-transport_integral_membrane_protein_SugI	1801906	1803364	1	1	76	76.0	100.0%	complete
contig_3	CDS	family_2B_encapsulin_nanocompartment_shell_protein	2011639	2013052	1	1	5664	5664.0	100.0%	complete
contig_2	CDS	PPM-type_phosphatase_domain-containing_protein	4369081	4369438	1	1	300	300.0	100.0%	complete
contig_2	CDS	Membrane_protein	357910	358417	1	1	81	81.0	100.0%	complete
contig_2	CDS	5'-nucleotidase	4770599	4772411	1	1	582	582.0	100.0%	complete
contig_2	CDS	Transcription_factor_zinc-finger_domain-containing_protein	3793693	3793819	1	1	101	101.0	100.0%	complete
contig_2	CDS	Putative_transcriptional_regulator,_MarR_family_protein	848997	849897	1	1	1637	1637.0	100.0%	complete
contig_3	CDS	hypothetical_protein	980088	980877	1	1	48	48.0	100.0%	complete
contig_2	CDS	threonine_ammonia-lyase_IlvA	1233215	1234490	1	1	851	851.0	100.0%	complete
contig_2	CDS	ribonuclease_Z	2826323	2827229	1	1	3718	3718.0	100.0%	complete
contig_3	CDS	Clp_amino_terminal_domain,_pathogenicity_island_component	1477666	1478404	1	1	2015	2015.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2807797	2808385	1	1	707	707.0	100.0%	complete
contig_2	CDS	Glycine/betaine_ABC_transporter_ATP-binding_protein	1788045	1789215	1	1	1323	1323.0	100.0%	complete
contig_2	CDS	Class_E_sortase	4148124	4149729	1	1	402	402.0	100.0%	complete
contig_3	CDS	Ferredoxin	3012025	3013024	1	0	0	0.0	0.0%	empty
contig_3	CDS	DNA-binding_response_regulator	1650075	1650750	1	1	39	39.0	100.0%	complete
contig_3	CDS	Transporter	2616087	2616654	1	1	192	192.0	100.0%	complete
contig_2	CDS	cystathionine_gamma-lyase	4228321	4229446	1	1	884	884.0	100.0%	complete
contig_2	CDS	isocitrate_lyase	540081	541365	1	0	0	0.0	0.0%	empty
contig_2	CDS	Alpha/beta_hydrolase	1348310	1349180	1	1	56	56.0	100.0%	complete
contig_3	CDS	GNAT_family_N-acetyltransferase	670310	671156	1	1	261	261.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase_family_2	3309634	3313507	1	1	753	753.0	100.0%	complete
contig_2	CDS	UmuC_domain-containing_protein	1950646	1951744	1	0	0	0.0	0.0%	empty
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_NuoH	3771925	3773305	1	1	7764	7764.0	100.0%	complete
contig_3	CDS	NAD-dependent_epimerase/dehydratase_domain-containing_protein	112089	113247	1	1	801	801.0	100.0%	complete
contig_2	CDS	ABC-2_type_transport_system_ATP-binding_protein	2152450	2153413	1	1	916	916.0	100.0%	complete
contig_3	CDS	Secreted_protein	1187307	1187655	1	0	0	0.0	0.0%	empty
contig_2	CDS	Thioredoxin_domain-containing_protein	5281644	5282199	1	1	34069	34069.0	100.0%	complete
contig_2	CDS	Polysaccharide_deacetylase_family_protein	1683992	1684772	1	1	40	40.0	100.0%	complete
contig_2	CDS	Xylose_isomerase-like_TIM_barrel_domain-containing_protein	3001238	3002159	1	1	145	145.0	100.0%	complete
contig_3	CDS	1,4-alpha-glucan_branching_enzyme	395612	397910	1	1	103	103.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	148592	149204	1	1	385	385.0	100.0%	complete
contig_2	CDS	PPOX_class_F420-dependent_oxidoreductase	3550335	3550863	1	1	78	78.0	100.0%	complete
contig_2	CDS	Protein-L-isoaspartate_O-methyltransferase	2430489	2431581	1	1	710	710.0	100.0%	complete
contig_2	CDS	Succinate_dehydrogenase	2300588	2301365	1	1	57867	57867.0	100.0%	complete
contig_2	CDS	Isobutiryl_CoA_mutase	5038653	5039109	1	1	2404	2404.0	100.0%	complete
contig_2	CDS	DUF3145_domain-containing_protein	2687525	2688020	1	1	600	600.0	100.0%	complete
contig_3	CDS	dUTPase	863285	863588	1	1	40175	40175.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2258640	2258859	1	1	176	176.0	100.0%	complete
contig_2	CDS	histidine_kinase	4767304	4768876	1	1	656	656.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2864170	2864476	1	0	0	0.0	0.0%	empty
contig_2	CDS	YDG_domain-containing_protein	3561736	3562858	1	1	3439	3439.0	100.0%	complete
contig_3	CDS	Phosphatidate_cytidylyltransferase	622053	623196	1	1	4362	4362.0	100.0%	complete
contig_3	CDS	Hydrolase	922849	923656	1	1	69684	69684.0	100.0%	complete
contig_2	CDS	Nitroreductase_NfnB	1275984	1276695	1	1	12	12.0	100.0%	complete
contig_2	CDS	DNA-3-methyladenine_glycosylase	2044367	2045018	1	1	62	62.0	100.0%	complete
contig_2	CDS	Amidohydrolase	1836170	1837022	1	0	0	0.0	0.0%	empty
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	179986	179989	0	0	0	0.0	0.0%	empty
contig_3	CDS	TetR_family_transcriptional_regulator	128973	129630	1	1	116	116.0	100.0%	complete
contig_2	CDS	RNA_polymerase_sigma_factor	3634408	3635074	1	1	50	50.0	100.0%	complete
contig_2	CDS	Septation_ring_formation_regulator_EzrA	2648752	2650165	1	1	1148	1148.0	100.0%	complete
contig_3	CDS	50S_ribosomal_protein_L19	594355	594703	1	1	11576	11576.0	100.0%	complete
contig_3	CDS	exodeoxyribonuclease_III	1410758	1411538	1	1	2018	2018.0	100.0%	complete
contig_3	CDS	TesB-like_acyl-CoA_thioesterase_3	451157	452006	1	1	32	32.0	100.0%	complete
contig_3	CDS	peptide_chain_release_factor_N(5)-glutamine_methyltransferase	246595	247441	1	1	3074	3074.0	100.0%	complete
contig_3	CDS	DUF222_domain-containing_protein	1351043	1351508	1	0	0	0.0	0.0%	empty
contig_2	CDS	Integral_membrane_protein	5085871	5087371	1	1	37	37.0	100.0%	complete
contig_2	CDS	DUF3180_domain-containing_protein	4609343	4609835	1	1	1658	1658.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2360261	2360783	1	1	865	865.0	100.0%	complete
contig_3	CDS	3-isopropylmalate_dehydratase_large_subunit	2727980	2729384	1	1	67	67.0	100.0%	complete
contig_2	CDS	lysine--tRNA_ligase	3837905	3839672	1	1	7768	7768.0	100.0%	complete
contig_2	CDS	Membrane_protein	660309	660990	1	1	186	186.0	100.0%	complete
contig_2	CDS	GlsB/YeaQ/YmgE_family_stress_response_membrane_protein	2134840	2135113	1	1	4311	4311.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	204875	205733	1	1	168	168.0	100.0%	complete
contig_3	CDS	Chaplin_domain-containing_protein	2654255	2654531	1	1	152	152.0	100.0%	complete
contig_2	CDS	Rv2632c-like	4041162	4041453	1	1	103	103.0	100.0%	complete
contig_2	CDS	Polyketide_synthase	399039	406437	1	1	132	132.0	100.0%	complete
contig_2	CDS	formimidoylglutamate_deiminase	3365301	3366657	1	1	809	809.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	11017	11941	1	1	100	100.0	100.0%	complete
contig_3	CDS	FtsK_domain-containing_protein	707982	711822	1	1	12700	12700.0	100.0%	complete
contig_3	CDS	DUF6087_domain-containing_protein	2355476	2355800	1	1	50	50.0	100.0%	complete
contig_3	CDS	Deaminase_reductase	3005398	3005971	1	1	911	911.0	100.0%	complete
contig_3	CDS	Xanthine_and_CO_dehydrogenases_maturation_factor_CXdhC_or_CoxF_family	1172960	1174154	1	1	4146	4146.0	100.0%	complete
contig_3	CDS	hypothetical_protein	3997	4297	1	1	19	19.0	100.0%	complete
contig_2	protocluster	NRPS	411945	470217	37	31	8659	234.03	83.8%	partly
contig_2	CDS	Sugar_ABC_transporter_permease	5169601	5170792	1	1	358	358.0	100.0%	complete
contig_3	CDS	MFS_transporter	176575	178108	1	1	186	186.0	100.0%	complete
contig_2	CDS	ectoine/hydroxyectoine_ABC_transporter_permease_subunit_EhuC	3102208	3102949	1	0	0	0.0	0.0%	empty
contig_2	CDS	3'-phosphate/5'-hydroxy_nucleic_acid_ligase	3832843	3834037	1	1	271	271.0	100.0%	complete
contig_2	CDS	DUF6271_domain-containing_protein	867108	868440	1	0	0	0.0	0.0%	empty
contig_2	CDS	GntR_family_transcriptional_regulator	2548756	2549446	1	1	324	324.0	100.0%	complete
contig_2	CDS	allantoicase	2932721	2933867	1	1	410	410.0	100.0%	complete
contig_3	CDS	Threonine_transporter	1079825	1080287	1	1	643	643.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2210269	2211559	1	1	108	108.0	100.0%	complete
contig_2	CDS	DUF1059_domain-containing_protein	1740722	1740914	1	0	0	0.0	0.0%	empty
contig_2	CDS	Cell_wall_protein	4971558	4972638	1	1	5017	5017.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	2049955	2050750	1	1	10709	10709.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	4581985	4582225	1	1	1868	1868.0	100.0%	complete
contig_3	CDS	Thiocillin_family_RiPP	1630128	1630305	1	1	5341	5341.0	100.0%	complete
contig_3	CDS	pyruvate_kinase	380427	381855	1	1	35150	35150.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	1063327	1063831	1	1	75	75.0	100.0%	complete
contig_2	CDS	Lipoprotein	1709067	1709949	1	1	15646	15646.0	100.0%	complete
contig_2	CDS	Endolytic_murein_transglycosylase	1645708	1647577	1	1	900	900.0	100.0%	complete
contig_2	CDS	Lipase_family_protein	1483221	1485630	1	1	271	271.0	100.0%	complete
contig_2	CDS	Cell_wall_synthesis_protein_Wag31	2334375	2335491	1	1	22747	22747.0	100.0%	complete
contig_2	CDS	amino-acid_N-acetyltransferase	4632094	4632613	1	1	282	282.0	100.0%	complete
contig_2	CDS	Epoxide_hydrolase	1428816	1429788	1	1	333	333.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2458318	2459122	1	0	0	0.0	0.0%	empty
contig_2	CDS	succinate_dehydrogenase,_cytochrome_b556_subunit	5139150	5139531	1	1	7435	7435.0	100.0%	complete
contig_3	CDS	Tetracycline_resistance_protein	2937541	2939533	1	1	392	392.0	100.0%	complete
contig_2	CDS	DUF2277_domain-containing_protein	381885	382113	1	1	197	197.0	100.0%	complete
contig_3	CDS	Serine_protease	683248	684355	1	1	314	314.0	100.0%	complete
contig_3	CDS	Coenzyme_A_transferase	2525649	2526489	1	0	0	0.0	0.0%	empty
contig_2	CDS	Amino_acid_permease	304757	306719	1	1	55	55.0	100.0%	complete
contig_3	CDS	DUF6131_domain-containing_protein	2916364	2916520	1	1	58	58.0	100.0%	complete
contig_2	CDS	DUF3040_domain-containing_protein	2359177	2359579	1	1	3358	3358.0	100.0%	complete
contig_3	CDS	Peptidase	1904365	1905625	1	1	185	185.0	100.0%	complete
contig_3	CDS	AI-2E_family_transporter	766428	767757	1	1	1188	1188.0	100.0%	complete
contig_3	cand_cluster	pyrrolidine	2118065	2168483	43	39	400376	9311.07	90.7%	partly
contig_3	CDS	HAD-IA_family_hydrolase	1403071	1403704	1	1	4910	4910.0	100.0%	complete
contig_2	CDS	Mannosyltransferase	3572589	3574038	1	1	87	87.0	100.0%	complete
contig_2	CDS	Acyltransferase_3_domain-containing_protein	286010	287216	1	1	973	973.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L7/L12	3719878	3720265	1	1	69073	69073.0	100.0%	complete
contig_3	CDS	mycothiol_system_anti-sigma-R_factor	136022	136415	1	1	1149	1149.0	100.0%	complete
contig_2	CDS	Transglycosylase	4028879	4029485	1	1	22	22.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L17	3688974	3689439	1	1	60323	60323.0	100.0%	complete
contig_2	CDS	ArsR_family_transcriptional_regulator	2151404	2152295	1	1	2348	2348.0	100.0%	complete
contig_3	CDS	PucR_family_transcriptional_regulator	2614936	2615998	1	1	147	147.0	100.0%	complete
contig_2	CDS	Betaine_aldehyde_dehydrogenase	5100845	5102363	1	1	7566	7566.0	100.0%	complete
contig_3	CDS	DUF317_domain-containing_protein	1321469	1322333	1	1	933	933.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2201971	2202118	1	1	110	110.0	100.0%	complete
contig_3	CDS	DUF305_domain-containing_protein	1761362	1762073	1	1	291	291.0	100.0%	complete
contig_2	CDS	PAC_domain-containing_protein	1377295	1378762	1	1	5710	5710.0	100.0%	complete
contig_2	CDS	Helix-turn-helix_domain-containing_protein	2095845	2096067	1	1	1289	1289.0	100.0%	complete
contig_2	CDS	Short_chain_dehydrogenase/reductase_family_oxidoreductase	1877633	1878407	1	1	1287	1287.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	4430858	4431869	1	1	51	51.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4979071	4979281	1	0	0	0.0	0.0%	empty
contig_3	CDS	alanine_transaminase	1976797	1978009	1	1	2245	2245.0	100.0%	complete
contig_2	CDS	ABC_transporter	2023011	2023845	1	1	8473	8473.0	100.0%	complete
contig_3	CDS	Membrane_protein	53054	53666	1	1	66	66.0	100.0%	complete
contig_2	CDS	Hydrolase	376011	377367	1	1	4514	4514.0	100.0%	complete
contig_2	CDS	Class_II_aldolase/adducin_family_protein	5017632	5017941	1	1	343	343.0	100.0%	complete
contig_3	CDS	1-deoxy-D-xylulose-5-phosphate_reductoisomerase	666203	667520	1	1	4151	4151.0	100.0%	complete
contig_2	CDS	Transglycosylase_SLT_domain-containing_protein	1903211	1903877	1	1	48	48.0	100.0%	complete
contig_2	CDS	energy-coupling_factor_transporter_transmembrane_protein_EcfT	2609303	2610533	1	1	195	195.0	100.0%	complete
contig_3	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1401550	1401553	0	0	0	0.0	0.0%	empty
contig_2	CDS	allantoate_amidohydrolase	3366647	3367886	1	1	119	119.0	100.0%	complete
contig_3	CDS	PucR_family_transcriptional_regulator	1165322	1166990	1	1	2042	2042.0	100.0%	complete
contig_2	CDS	Carboxylic_ester_hydrolase	488170	489685	1	1	2759	2759.0	100.0%	complete
contig_2	CDS	Extracellular_ligand-binding_receptor	2243274	2244510	1	1	8	8.0	100.0%	complete
contig_3	CDS	LUD_domain-containing_protein	2980009	2980639	1	1	21	21.0	100.0%	complete
contig_2	CDS	Hydrolase	4222803	4223439	1	1	176	176.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4864277	4864757	1	1	124	124.0	100.0%	complete
contig_2	CDS	Hydrolase	926262	926553	1	1	10	10.0	100.0%	complete
contig_3	CDS	L-carnitine_dehydrogenase	1907071	1908097	1	1	755	755.0	100.0%	complete
contig_2	CDS	Lipoprotein	3788467	3790273	1	1	229	229.0	100.0%	complete
contig_3	CDS	MarR_family_transcriptional_regulator	897663	898119	1	1	128	128.0	100.0%	complete
contig_3	CDS	Pyridoxamine_5'-phosphate_oxidase_N-terminal_domain-containing_protein	1412156	1412612	1	1	856	856.0	100.0%	complete
contig_2	CDS	ABC-2_type_transporter	3032372	3034577	1	1	11957	11957.0	100.0%	complete
contig_3	CDS	DUF2306_domain-containing_protein	2921692	2922871	1	1	32	32.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	1339372	1340737	1	1	21	21.0	100.0%	complete
contig_2	CDS	DNA_primase	2520237	2521785	1	1	231	231.0	100.0%	complete
contig_2	CDS	DUF402_domain-containing_protein	55555	56218	1	0	0	0.0	0.0%	empty
contig_2	CDS	Major_facilitator_superfamily_(MFS)_profile_domain-containing_protein	5174099	5175446	1	1	3301	3301.0	100.0%	complete
contig_2	CDS	RDD_domain-containing_protein	3164075	3164831	1	1	222	222.0	100.0%	complete
contig_3	CDS	Aromatic_ring-opening_dioxygenase_LigA	853708	854830	1	1	30509	30509.0	100.0%	complete
contig_3	CDS	malto-oligosyltrehalose_trehalohydrolase	1050587	1052459	1	1	547	547.0	100.0%	complete
contig_2	CDS	valine--tRNA_ligase	2901482	2904209	1	1	14793	14793.0	100.0%	complete
contig_2	CDS	Terminase	5010498	5011848	1	1	32	32.0	100.0%	complete
contig_3	CDS	Dephospho-CoA_kinase	3002984	3003605	1	1	265	265.0	100.0%	complete
contig_2	CDS	AraC_family_transcriptional_regulator	1266065	1266830	1	1	24	24.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	442537	443536	1	1	1219	1219.0	100.0%	complete
contig_3	CDS	Putative_sugar_ABC_transporter_permease_protein	2897214	2898195	1	1	908	908.0	100.0%	complete
contig_3	CDS	Methyltransferase	2842856	2843600	1	1	107	107.0	100.0%	complete
contig_3	CDS	Cell_surface_glycoprotein	1380412	1381123	1	0	0	0.0	0.0%	empty
contig_2	CDS	MFS_transporter	556179	557748	1	0	0	0.0	0.0%	empty
contig_2	CDS	Putative_regulatory_protein_FmdB_zinc_ribbon_domain-containing_protein	2652088	2652301	1	1	36	36.0	100.0%	complete
contig_3	CDS	DUF317_domain-containing_protein	1373173	1373770	1	0	0	0.0	0.0%	empty
contig_2	CDS	Threonine_aldolase	4622796	4624008	1	1	505	505.0	100.0%	complete
contig_2	CDS	histidine_kinase	2437135	2438494	1	1	171	171.0	100.0%	complete
contig_2	CDS	Arsenical_pump_membrane_protein	1248452	1249640	1	1	128	128.0	100.0%	complete
contig_3	CDS	DCC1-like_thiol-disulfide_oxidoreductase	2077422	2077836	1	1	1166	1166.0	100.0%	complete
contig_3	CDS	Trypsin-co-occurring_domain-containing_protein	2581039	2581441	1	1	5	5.0	100.0%	complete
contig_2	CDS	Secreted_protein	4620047	4620755	1	1	918	918.0	100.0%	complete
contig_2	CDS	Shikimate_kinase	1642991	1643546	1	1	829	829.0	100.0%	complete
contig_2	CDS	Terminase_small_subunit	5012178	5012607	1	0	0	0.0	0.0%	empty
contig_2	CDS	Secreted_protein	1651195	1651627	1	1	1404	1404.0	100.0%	complete
contig_2	CDS	Hydrogenase_expression_protein	2433020	2436197	1	1	948	948.0	100.0%	complete
contig_3	CDS	tRNA_(guanosine(37)-N1)-methyltransferase_TrmD	593412	594222	1	1	1195	1195.0	100.0%	complete
contig_2	CDS	Aldehyde_dehydrogenase	310585	311386	1	1	26	26.0	100.0%	complete
contig_2	CDS	Enoyl-CoA_hydratase	3632918	3633752	1	0	0	0.0	0.0%	empty
contig_3	CDS	GCN5_family_N-acetyltransferase	1199933	1200452	1	1	156	156.0	100.0%	complete
contig_3	CDS	Zinc_finger_CGNR_domain-containing_protein	2619875	2620355	1	1	285	285.0	100.0%	complete
contig_2	CDS	RNA_methyltransferase	1700215	1701031	1	1	243	243.0	100.0%	complete
contig_3	CDS	putative_D-aminopeptidase	1483050	1483899	1	1	1642	1642.0	100.0%	complete
contig_2	CDS	Luciferase-like_monooxygenase	1833352	1834450	1	1	858	858.0	100.0%	complete
contig_3	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1632233	1632236	0	0	0	0.0	0.0%	empty
contig_2	CDS	hypothetical_protein	1905700	1906819	1	1	188	188.0	100.0%	complete
contig_3	CDS	Acyl-coenzyme_A_thioesterase_THEM4	864928	865522	1	1	797	797.0	100.0%	complete
contig_2	CDS	sulfur_carrier_protein_ThiS	2374048	2374318	1	1	630	630.0	100.0%	complete
contig_3	CDS	Fe(3+)_ions_import_ATP-binding_protein_FbpC	627513	628584	1	1	1707	1707.0	100.0%	complete
contig_3	CDS	GntR_family_transcriptional_regulator	983662	984022	1	1	90	90.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1909263	1909749	1	1	277	277.0	100.0%	complete
contig_2	CDS	Sugar_ABC_transporter_permease	2950130	2951036	1	1	129	129.0	100.0%	complete
contig_3	CDS	CNNM_transmembrane_domain-containing_protein	2328352	2329372	1	1	193	193.0	100.0%	complete
contig_2	CDS	Arsenate_reductase	2910506	2910887	1	1	7872	7872.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L11	3723078	3723513	1	1	75768	75768.0	100.0%	complete
contig_2	CDS	DUF4192_domain-containing_protein	4253684	4254248	1	1	380	380.0	100.0%	complete
contig_3	CDS	glycogen_debranching_protein_GlgX	412806	415071	1	1	97	97.0	100.0%	complete
contig_3	CDS	Protein_kinase_domain-containing_protein	1395876	1396773	1	1	266	266.0	100.0%	complete
contig_3	CDS	Band_7_domain-containing_protein	2793075	2794533	1	1	331678	331678.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	69502	69730	1	1	905	905.0	100.0%	complete
contig_3	cand_cluster	T3PKS	873849	988740	75	75	353312	4710.83	100.0%	complete
contig_3	CDS	hypothetical_protein	2357937	2358108	1	1	20	20.0	100.0%	complete
contig_3	CDS	Molecular_chaperone_DnaJ	1782967	1783369	1	1	396	396.0	100.0%	complete
contig_2	CDS	Polyketide_cyclase	1184630	1185107	1	1	446	446.0	100.0%	complete
contig_2	CDS	CchlP	2203161	2203611	1	1	2824	2824.0	100.0%	complete
contig_2	region	terpene	4413876	4436174	18	12	5108	283.78	66.7%	partly
contig_3	CDS	Amidohydrolase-related_domain-containing_protein	1889467	1892680	1	1	621	621.0	100.0%	complete
contig_2	CDS	Guanylate_cyclase_domain-containing_protein	1725990	1726791	1	1	2014	2014.0	100.0%	complete
