Region_,Cluster_type_,Cluster-Name_,Start_,End_,Genes_total_,Completeness_crude glycerol pH4,Completeness_crude glycerol pH7,Completeness_pure glycerol pH7,Genes_expressed_crude glycerol pH4,Genes_expressed_crude glycerol pH7,Genes_expressed_pure glycerol pH7,Reads_total_crude glycerol pH4,Reads_total_crude glycerol pH7,Reads_total_pure glycerol pH7
contig_2,CDS,Exopolyphosphatase,4924075,4925779,1,100.0%,100.0%,100.0%,1,1,1,73,84,41
contig_2,CDS,Export_associated_protein,2194276,2196262,1,100.0%,100.0%,100.0%,1,1,1,936,162,230
contig_2,CDS,Exporter,4641617,4643219,1,100.0%,100.0%,100.0%,1,1,1,6200,3863,1935
contig_2,CDS,Extensin,5143608,5144670,1,100.0%,100.0%,100.0%,1,1,1,216,85,128
contig_2,CDS,Extracellular_ligand-binding_receptor,2243274,2244510,1,100.0%,100.0%,100.0%,1,1,1,213,70,8
contig_2,CDS,Extradiol_dioxygenase,1256743,1257148,1,100.0%,100.0%,100.0%,1,1,1,501,172,185
contig_2,CDS,Extradiol_ring-cleavage_dioxygenase_LigAB_LigA_subunit_domain-containing_protein,4711752,4711989,1,100.0%,0.0%,0.0%,1,0,0,8,0,0
contig_2,CDS,FAD-binding_PCMH-type_domain-containing_protein,2967487,2968348,1,100.0%,100.0%,100.0%,1,1,1,693,964,552
contig_2,CDS,FAD-binding_PCMH-type_domain-containing_protein,4717525,4719109,1,100.0%,100.0%,100.0%,1,1,1,9838,2877,3054
contig_2,CDS,FAD-binding_dehydrogenase,4300919,4302581,1,100.0%,100.0%,100.0%,1,1,1,3614,686,1065
contig_2,CDS,FAD-binding_domain-containing_protein,164195,165353,1,100.0%,100.0%,100.0%,1,1,1,142,208,413
contig_2,CDS,FAD-binding_domain-containing_protein,284357,285545,1,100.0%,100.0%,100.0%,1,1,1,414,221,207
contig_2,CDS,FAD-binding_domain-containing_protein,1048636,1049848,1,100.0%,100.0%,100.0%,1,1,1,858,2638,2091
contig_2,CDS,FAD-binding_domain-containing_protein,2206351,2207965,1,100.0%,100.0%,100.0%,1,1,1,2035,934,854
contig_2,CDS,FAD-binding_molybdopterin_dehydrogenase,840068,840908,1,100.0%,100.0%,100.0%,1,1,1,22,4,2
contig_2,CDS,FAD-binding_molybdopterin_dehydrogenase,1154554,1155397,1,100.0%,100.0%,0.0%,1,1,0,28,1,0
contig_2,CDS,FAD-binding_monooxygenase,462361,463780,1,100.0%,0.0%,100.0%,1,0,1,9,0,17
contig_2,CDS,FAD-binding_monooxygenase,914526,915972,1,100.0%,100.0%,100.0%,1,1,1,87,225,1656
contig_2,CDS,FAD-binding_protein,4915992,4918992,1,100.0%,100.0%,100.0%,1,1,1,958,1134,786
contig_2,CDS,FAD-dependent_monooxygenase,5154173,5155772,1,100.0%,100.0%,100.0%,1,1,1,490,670,4099
contig_2,CDS,FAD-dependent_oxidoreductase,226039,227575,1,100.0%,100.0%,100.0%,1,1,1,272,246,220
contig_2,CDS,FAD-dependent_oxidoreductase,479352,480744,1,100.0%,100.0%,100.0%,1,1,1,52,5,10
contig_2,CDS,FAD-dependent_oxidoreductase,1527080,1528652,1,100.0%,100.0%,100.0%,1,1,1,3701,1857,2656
contig_2,CDS,FAD-dependent_oxidoreductase,2189921,2191475,1,100.0%,100.0%,100.0%,1,1,1,494,533,312
contig_2,CDS,FAD-dependent_oxidoreductase,3119317,3120439,1,100.0%,100.0%,0.0%,1,1,0,17,17,0
contig_2,CDS,FAD-dependent_oxidoreductase,3828116,3829868,1,100.0%,100.0%,100.0%,1,1,1,1084,594,782
contig_2,CDS,FAD-dependent_pyridine_nucleotide-disulfide_oxidoreductase,3528590,3529829,1,100.0%,100.0%,100.0%,1,1,1,1958,700,5149
contig_2,CDS,FAD-dependent_urate_hydroxylase_HpyO/Asp_monooxygenase_CreE-like_FAD/NAD(P)-binding_domain-containing_protein,721434,723345,1,100.0%,100.0%,100.0%,1,1,1,248,276,608
contig_2,CDS,FAD-dependent_urate_hydroxylase_HpyO/Asp_monooxygenase_CreE-like_FAD/NAD(P)-binding_domain-containing_protein,2635047,2636967,1,100.0%,100.0%,100.0%,1,1,1,45,48,38
contig_2,CDS,FAD-linked_oxidase,3173302,3174667,1,100.0%,100.0%,100.0%,1,1,1,896,282,935
contig_2,CDS,FAD/NAD(P)-binding_domain-containing_protein,3396277,3397666,1,100.0%,100.0%,100.0%,1,1,1,138126,20896,41453
contig_2,CDS,FAD:protein_FMN_transferase,756076,756880,1,100.0%,100.0%,0.0%,1,1,0,28,7,0
contig_2,CDS,FHA_domain-containing_protein,1317322,1317859,1,100.0%,100.0%,100.0%,1,1,1,12972,6504,9679
contig_2,CDS,FHA_domain-containing_protein,2964524,2965925,1,100.0%,100.0%,100.0%,1,1,1,722,966,965
contig_2,CDS,FHA_domain-containing_protein,4139240,4140059,1,100.0%,100.0%,100.0%,1,1,1,23151,5805,10058
contig_2,CDS,FHA_domain-containing_protein,4140069,4140597,1,100.0%,100.0%,100.0%,1,1,1,7873,2451,3003
contig_2,CDS,FMN-binding_glutamate_synthase_family_protein,691004,692549,1,100.0%,100.0%,100.0%,1,1,1,7058,3307,3523
contig_2,CDS,FMN-binding_protein,755643,756084,1,100.0%,0.0%,0.0%,1,0,0,16,0,0
contig_2,CDS,FMN-dependent_monooxygenase,2596302,2597313,1,100.0%,100.0%,100.0%,1,1,1,2046,489,1480
contig_2,CDS,FMN_dependent_NADH:quinone_oxidoreductase,4135415,4136066,1,100.0%,100.0%,100.0%,1,1,1,370,804,487
contig_2,CDS,FMN_reductase,4351048,4351654,1,100.0%,100.0%,100.0%,1,1,1,204,182,69
contig_2,CDS,Facilitator_superfamily_permease,3426835,3428560,1,100.0%,100.0%,100.0%,1,1,1,1661,333,636
contig_2,CDS,FadD3_family_acyl-CoA_ligase,3615169,3616816,1,100.0%,100.0%,100.0%,1,1,1,4093,147,107
contig_2,CDS,FadR_family_transcriptional_regulator,5147210,5147921,1,100.0%,100.0%,100.0%,1,1,1,897,212,778
contig_2,CDS,Family_65_glycosyl_hydrolase,3028530,3031371,1,100.0%,100.0%,100.0%,1,1,1,830,434,156
contig_2,CDS,Fatty_acid_CoA_ligase,2472634,2474230,1,100.0%,100.0%,100.0%,1,1,1,9260,8451,36411
contig_2,CDS,Fe-S_cluster_assembly_ATPase_SufC,2147651,2148416,1,100.0%,100.0%,100.0%,1,1,1,23230,47951,57410
contig_2,CDS,Fe-S_cluster_assembly_protein_SufB,2149986,2151408,1,100.0%,100.0%,100.0%,1,1,1,27367,43651,63988
contig_2,CDS,Fe-S_cluster_assembly_protein_SufD,2148737,2149925,1,100.0%,100.0%,100.0%,1,1,1,29668,47287,48682
contig_2,CDS,Fe-S_cluster_assembly_sulfur_transfer_protein_SufU,2145887,2146331,1,100.0%,100.0%,100.0%,1,1,1,2594,5854,4416
contig_2,CDS,Fe-S_oxidoreductase,3968527,3970798,1,100.0%,100.0%,100.0%,1,1,1,6923,2625,7224
contig_2,CDS,FeS_cluster_biogenesis_domain-containing_protein,2425441,2425795,1,100.0%,100.0%,100.0%,1,1,1,12961,8772,24055
contig_2,CDS,Ferredoxin,287808,288030,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,CDS,Ferredoxin,479123,479363,1,100.0%,100.0%,100.0%,1,1,1,38,7,5
contig_2,CDS,Ferredoxin,876591,876825,1,100.0%,100.0%,100.0%,1,1,1,15,13,20
contig_2,CDS,Ferredoxin,961829,962021,1,100.0%,100.0%,100.0%,1,1,1,163,591,2068
contig_2,CDS,Ferredoxin,1085438,1085666,1,100.0%,100.0%,100.0%,1,1,1,209,420,865
contig_2,CDS,Ferredoxin,1814082,1814376,1,100.0%,100.0%,100.0%,1,1,1,7355,1402,2332
contig_2,CDS,Ferredoxin,2603865,2604099,1,100.0%,100.0%,0.0%,1,1,0,60,34,0
contig_2,CDS,Ferredoxin,2732453,2733716,1,100.0%,100.0%,100.0%,1,1,1,7625,10300,31926
contig_2,CDS,Ferredoxin,4684280,4684472,1,100.0%,100.0%,100.0%,1,1,1,34,320,158
contig_2,CDS,Ferredoxin-2,4396218,4396413,1,100.0%,100.0%,100.0%,1,1,1,932,139,44
contig_2,CDS,Ferredoxin_reductase,2371306,2372566,1,100.0%,100.0%,100.0%,1,1,1,1977,480,856
contig_2,CDS,Ferric_enterobactin_transport_ATP-binding_protein,4879904,4880780,1,100.0%,100.0%,100.0%,1,1,1,199,745,253
contig_2,CDS,Ferric_nitrobindin-like_protein,4752426,4753014,1,100.0%,100.0%,100.0%,1,1,1,6323,3883,5144
contig_2,CDS,Ferric_oxidoreductase_domain-containing_protein,140616,141183,1,100.0%,100.0%,100.0%,1,1,1,40,43,18
contig_2,CDS,Ferric_reductase,754272,755634,1,100.0%,100.0%,0.0%,1,1,0,111,11,0
contig_2,CDS,Ferrichrome_ABC_transport_system_permease_protein,2025119,2026178,1,100.0%,100.0%,100.0%,1,1,1,365,3657,4940
contig_2,CDS,Ferrichrome_ABC_transporter_permease,805700,806777,1,100.0%,100.0%,100.0%,1,1,1,280,3925,4979
contig_2,CDS,Ferritin-like_domain-containing_protein,1850448,1851237,1,100.0%,100.0%,100.0%,1,1,1,181,25,53
contig_2,CDS,Fido_domain-containing_protein,4533856,4534714,1,100.0%,100.0%,100.0%,1,1,1,1865,411,1611
contig_2,CDS,Flavin-dependent_monooxygenase,53544,54672,1,100.0%,100.0%,100.0%,1,1,1,468,130,1
contig_2,CDS,Flavin-dependent_monooxygenase,1411762,1412938,1,100.0%,100.0%,100.0%,1,1,1,11,14,47
contig_2,CDS,Flavin-dependent_reductase,1514273,1514780,1,100.0%,100.0%,100.0%,1,1,1,681,171,438
contig_2,CDS,Flavin-nucleotide-binding_protein,1292986,1293655,1,100.0%,100.0%,100.0%,1,1,1,1264,70,3
contig_2,CDS,Flavin_prenyltransferase_UbiX,3803347,3804097,1,100.0%,100.0%,100.0%,1,1,1,773,2512,5252
contig_2,CDS,Flavin_reductase,4832256,4832871,1,100.0%,100.0%,100.0%,1,1,1,684,340,443
contig_2,CDS,Flavin_reductase_like_domain-containing_protein,2277352,2277919,1,100.0%,100.0%,100.0%,1,1,1,251,518,139
contig_2,CDS,Flavodoxin-like_domain-containing_protein,764336,764810,1,100.0%,100.0%,100.0%,1,1,1,621,398,261
contig_2,CDS,Flavoprotein,693572,694139,1,100.0%,100.0%,100.0%,1,1,1,356,56,132
contig_2,CDS,Flp_pilus-assembly_TadG-like_N-terminal_domain-containing_protein,576404,580232,1,100.0%,100.0%,100.0%,1,1,1,256,66,154
contig_2,CDS,Flp_pilus_assembly_protein_CpaB,5261744,5262464,1,100.0%,100.0%,100.0%,1,1,1,2182,1210,1367
contig_2,CDS,FmdB_family_transcriptional_regulator,3518599,3518944,1,100.0%,100.0%,100.0%,1,1,1,2937,4845,4902
contig_2,CDS,Folate-binding_protein,4747701,4748682,1,100.0%,100.0%,100.0%,1,1,1,2199,1782,1780
contig_2,CDS,Formate-dependent_nitrite_reductase_complex_subunit_NrfF,3975567,3975726,1,100.0%,100.0%,100.0%,1,1,1,2465,3171,2351
contig_2,CDS,FtsK/SpoIIIE_domain-containing_protein,3228536,3232310,1,100.0%,100.0%,100.0%,1,1,1,3712,1272,1449
contig_2,CDS,Fumarate_hydratase_class_I,5303580,5305254,1,100.0%,100.0%,100.0%,1,1,1,9833,3384,2849
contig_2,CDS,Fumarate_hydratase_class_II,5300943,5302338,1,100.0%,100.0%,100.0%,1,1,1,497,364,604
contig_2,CDS,Fumarate_reductase_iron-sulfur_subunit,5136107,5136881,1,100.0%,100.0%,100.0%,1,1,1,17162,6776,6990
contig_2,CDS,Fumarylacetoacetase-like_C-terminal_domain-containing_protein,1552231,1553017,1,100.0%,100.0%,100.0%,1,1,1,1915,1381,749
contig_2,CDS,Fur_family_transcriptional_regulator,2795074,2795398,1,100.0%,100.0%,100.0%,1,1,1,4590,1850,4419
contig_2,CDS,Fusaric_acid_resistance_protein,2984843,2986910,1,100.0%,100.0%,100.0%,1,1,1,701,114,200
contig_2,CDS,GCN5-like_N-acetyltransferase,103059,103677,1,100.0%,100.0%,100.0%,1,1,1,204,124,198
contig_2,CDS,GCN5_family_N-acetyltransferase,787266,787797,1,100.0%,100.0%,100.0%,1,1,1,291,265,140
contig_2,CDS,"GDP-mannose_4,6-dehydratase",1042167,1043196,1,100.0%,100.0%,100.0%,1,1,1,1655,3986,14870
contig_2,CDS,GDSL-like_Lipase/Acylhydrolase,4908445,4909117,1,100.0%,100.0%,100.0%,1,1,1,94,12,143
contig_2,CDS,GDT1_family_protein,1275046,1275631,1,100.0%,100.0%,100.0%,1,1,1,116,1008,1466
contig_2,CDS,GH1_family_beta-glucosidase,2812002,2813373,1,100.0%,100.0%,100.0%,1,1,1,874,353,329
contig_2,CDS,GH3_auxin-responsive_promoter,912000,913668,1,100.0%,100.0%,100.0%,1,1,1,281,872,3416
contig_2,CDS,GMC_family_oxidoreductase,5102433,5103984,1,100.0%,100.0%,100.0%,1,1,1,2823,3403,9797
contig_2,CDS,GNAT_family_N-acetyltransferase,135910,136372,1,100.0%,100.0%,100.0%,1,1,1,5784,475,1240
contig_2,CDS,GNAT_family_N-acetyltransferase,156480,156585,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,CDS,GNAT_family_acetyltransferase,319863,320436,1,100.0%,100.0%,100.0%,1,1,1,268,69,94
contig_2,CDS,GNAT_family_acetyltransferase,843641,844928,1,100.0%,100.0%,0.0%,1,1,0,102,3,0
contig_2,CDS,GPP34_family_phosphoprotein,3577511,3578279,1,100.0%,100.0%,100.0%,1,1,1,21227,5609,2471
contig_2,CDS,GPP34_family_phosphoprotein,3763633,3764281,1,100.0%,100.0%,100.0%,1,1,1,246,511,1001
contig_2,CDS,GRAM_domain-containing_protein,1488738,1489026,1,100.0%,100.0%,100.0%,1,1,1,2555,970,2223
contig_2,CDS,"GTP_3',8-cyclase_MoaA",2072283,2073273,1,100.0%,100.0%,100.0%,1,1,1,3631,894,3103
contig_2,CDS,GTP_cyclohydrolase_I_FolE,4602381,4602990,1,100.0%,100.0%,100.0%,1,1,1,2408,1223,1751
contig_2,CDS,GTP_pyrophosphokinase,1662457,1664998,1,100.0%,100.0%,100.0%,1,1,1,17808,4035,3260
contig_2,CDS,GTPase_Era,2813986,2814925,1,100.0%,100.0%,100.0%,1,1,1,5965,2316,2831
contig_2,CDS,GTPase_ObgE,2877097,2878534,1,100.0%,100.0%,100.0%,1,1,1,4257,3516,5389
contig_2,CDS,Gamma-glutamyl-gamma-aminobutyrate_hydrolase,1778022,1778733,1,100.0%,100.0%,0.0%,1,1,0,174,110,0
contig_2,CDS,Gamma-glutamylcyclotransferase_AIG2-like_domain-containing_protein,2739778,2740234,1,100.0%,100.0%,100.0%,1,1,1,42,66,76
contig_2,CDS,General_stress_protein_CsbD,3488124,3488319,1,100.0%,100.0%,100.0%,1,1,1,21,27,13
contig_2,CDS,GerMN_domain-containing_protein,3278441,3280337,1,100.0%,100.0%,100.0%,1,1,1,1584,414,419
contig_2,CDS,Geranylgeranyl_reductase_family_protein,3782823,3784137,1,100.0%,100.0%,100.0%,1,1,1,6361,6099,5800
contig_2,CDS,Gfo/Idh/MocA_family_oxidoreductase,3017336,3018485,1,100.0%,100.0%,100.0%,1,1,1,318,85,132
contig_2,CDS,GlcNAc-PI_de-N-acetylase,651871,652519,1,100.0%,100.0%,100.0%,1,1,1,8944,4617,1745
contig_2,CDS,GlcNAc-PI_de-N-acetylase,5320210,5321017,1,100.0%,100.0%,100.0%,1,1,1,663,289,41
contig_2,CDS,Globin,2966050,2966455,1,100.0%,100.0%,100.0%,1,1,1,666,574,444
contig_2,CDS,GlsB/YeaQ/YmgE_family_stress_response_membrane_protein,2134840,2135113,1,100.0%,100.0%,100.0%,1,1,1,5865,888,4311
contig_2,CDS,Glucoamylase,491823,493653,1,100.0%,100.0%,100.0%,1,1,1,76,16,60
contig_2,CDS,Glucoamylase,879488,881357,1,100.0%,100.0%,100.0%,1,1,1,125,26,17
contig_2,CDS,Glucoamylase,2009591,2011388,1,100.0%,100.0%,100.0%,1,1,1,3151,1681,1561
contig_2,CDS,Glucoamylase,2088725,2090510,1,100.0%,100.0%,100.0%,1,1,1,414,49,61
contig_2,CDS,Glucokinase,2391782,2392724,1,100.0%,100.0%,100.0%,1,1,1,2787,1574,2449
contig_2,CDS,Gluconate_5-dehydrogenase,1531368,1532145,1,100.0%,100.0%,100.0%,1,1,1,693,465,635
contig_2,CDS,Gluconate_transporter,5148779,5150177,1,100.0%,100.0%,100.0%,1,1,1,112,103,128
contig_2,CDS,Gluconokinase,5148112,5148628,1,100.0%,100.0%,100.0%,1,1,1,37,52,61
contig_2,CDS,Glucose_1-dehydrogenase,1203737,1204508,1,100.0%,100.0%,100.0%,1,1,1,5209,2106,4035
contig_2,CDS,Glucose_1-dehydrogenase,3477848,3478631,1,100.0%,100.0%,100.0%,1,1,1,80,184,65
contig_2,CDS,Glucose_1-dehydrogenase,3600753,3601539,1,100.0%,100.0%,100.0%,1,1,1,15,35,3
contig_2,CDS,Glucosyl-3-phosphoglycerate_phosphatase,2863645,2864056,1,100.0%,100.0%,100.0%,1,1,1,1325,411,294
contig_2,CDS,Glutamate--cysteine_ligase,1306866,1308414,1,100.0%,100.0%,100.0%,1,1,1,1131,207,226
contig_2,CDS,Glutamate_5-kinase,2873319,2874525,1,100.0%,100.0%,100.0%,1,1,1,1255,757,888
contig_2,CDS,Glutamate_decarboxylase,1532203,1533580,1,100.0%,100.0%,100.0%,1,1,1,65,64,115
contig_2,CDS,Glutamate_dehydrogenase,126989,128153,1,100.0%,100.0%,100.0%,1,1,1,146,240,115
contig_2,CDS,Glutamate_racemase,1473386,1474169,1,100.0%,100.0%,100.0%,1,1,1,136,68,69
contig_2,CDS,Glutamate_synthase,2278079,2279540,1,100.0%,100.0%,100.0%,1,1,1,15222,26510,25324
contig_2,CDS,Glutamine_amidotransferase,5204518,5205097,1,100.0%,100.0%,100.0%,1,1,1,513,1694,2197
contig_2,CDS,Glutamine_amidotransferase_type-2_domain-containing_protein,193633,194287,1,100.0%,100.0%,100.0%,1,1,1,47,28,24
contig_2,CDS,Glutamyl-tRNA_amidotransferase,4509504,4510086,1,100.0%,100.0%,100.0%,1,1,1,2967,1023,1430
contig_2,CDS,Glutaredoxin_family_protein,3851067,3851346,1,100.0%,100.0%,100.0%,1,1,1,108,73,15
contig_2,CDS,Glutathione_peroxidase,1191905,1192394,1,100.0%,100.0%,100.0%,1,1,1,933,1568,2867
contig_2,CDS,Glutathionylspermidine_synthase,4736536,4737721,1,100.0%,100.0%,100.0%,1,1,1,354,83,42
contig_2,CDS,Glycerol-3-phosphate_dehydrogenase,1831508,1833113,1,100.0%,100.0%,100.0%,1,1,1,107568,123016,131107
contig_2,CDS,Glycerol-3-phosphate_dehydrogenase,3654158,3655868,1,100.0%,100.0%,100.0%,1,1,1,978,469,1069
contig_2,CDS,Glycerol_acyltransferase,1515638,1516352,1,100.0%,100.0%,100.0%,1,1,1,772,341,1091
contig_2,CDS,Glycerol_acyltransferase,3855122,3856118,1,100.0%,100.0%,100.0%,1,1,1,6310,2508,3921
contig_2,CDS,Glycerol_operon_regulatory_protein,22698,23475,1,100.0%,100.0%,100.0%,1,1,1,1146,671,1070
contig_2,CDS,Glycerol_operon_regulatory_protein,1828111,1828876,1,100.0%,100.0%,100.0%,1,1,1,3411,1238,1369
contig_2,CDS,Glycerophosphoryl_diester_phosphodiesterase,1522404,1523088,1,100.0%,100.0%,100.0%,1,1,1,963,968,895
contig_2,CDS,Glycerophosphoryl_diester_phosphodiesterase,4312187,4313084,1,100.0%,100.0%,100.0%,1,1,1,482,156,294
contig_2,CDS,Glycerophosphoryl_diester_phosphodiesterase_membrane_domain-containing_protein,1129306,1130353,1,100.0%,100.0%,100.0%,1,1,1,28,48,167
contig_2,CDS,Glycine-rich_domain-containing_protein-like,1141347,1141905,1,100.0%,100.0%,100.0%,1,1,1,48,506,1302
contig_2,CDS,Glycine/betaine_ABC_transporter_ATP-binding_protein,1788045,1789215,1,100.0%,100.0%,100.0%,1,1,1,3400,828,1323
contig_2,CDS,Glycine/betaine_ABC_transporter_permease,1785452,1788053,1,100.0%,100.0%,100.0%,1,1,1,9234,4940,5832
contig_2,CDS,Glycine/betaine_ABC_transporter_substrate-binding_protein,5107289,5108294,1,100.0%,100.0%,100.0%,1,1,1,916,736,1309
contig_2,CDS,Glycolipid-binding_domain-containing_protein,3298930,3299545,1,100.0%,100.0%,100.0%,1,1,1,408,445,256
contig_2,CDS,Glycoprotein,1446957,1447746,1,100.0%,100.0%,100.0%,1,1,1,969,566,85
contig_2,CDS,Glycoside_hydrolase,3781919,3782726,1,100.0%,100.0%,100.0%,1,1,1,10337,8911,4404
contig_2,CDS,Glycoside_hydrolase,4017536,4018307,1,100.0%,100.0%,100.0%,1,1,1,213,229,1140
contig_2,CDS,Glycoside_hydrolase,4727795,4728917,1,100.0%,100.0%,100.0%,1,1,1,841,314,532
contig_2,CDS,Glycoside_hydrolase_family_15_protein,296182,298045,1,100.0%,100.0%,100.0%,1,1,1,2402,106,505
contig_2,CDS,Glycoside_hydrolase_family_42_N-terminal_domain-containing_protein,3976878,3977955,1,100.0%,100.0%,100.0%,1,1,1,1660,463,2012
contig_2,CDS,Glycosyl/glycerophosphate_transferase_teichoic_acid_biosynthesis,3239418,3242988,1,100.0%,100.0%,100.0%,1,1,1,59,22,46
contig_2,CDS,Glycosyl_hydrolase,2011451,2012639,1,100.0%,100.0%,100.0%,1,1,1,314,137,136
contig_2,CDS,Glycosyl_hydrolase,2708282,2709506,1,100.0%,0.0%,0.0%,1,0,0,7,0,0
contig_2,CDS,Glycosyl_hydrolase-like_10_domain-containing_protein,1746595,1747819,1,100.0%,100.0%,100.0%,1,1,1,263,106,176
contig_2,CDS,Glycosyl_hydrolase_family_98_putative_carbohydrate-binding_module_domain-containing_protein,3875247,3877188,1,100.0%,100.0%,100.0%,1,1,1,3661,596,215
contig_2,CDS,"Glycosyl_hydrolases_related_to_GH101_family,_GH129",2754618,2756664,1,100.0%,100.0%,100.0%,1,1,1,29,16,24
contig_2,CDS,Glycosyl_transferase,239584,240754,1,100.0%,100.0%,100.0%,1,1,1,8927,6318,7180
contig_2,CDS,Glycosyl_transferase,648554,649796,1,100.0%,100.0%,100.0%,1,1,1,3453,1370,607
contig_2,CDS,Glycosyl_transferase,757326,759624,1,100.0%,100.0%,100.0%,1,1,1,8549,82,167
contig_2,CDS,Glycosyl_transferase,1373070,1374315,1,100.0%,100.0%,0.0%,1,1,0,10,3,0
contig_2,CDS,Glycosyl_transferase,2014488,2015679,1,100.0%,100.0%,100.0%,1,1,1,242,201,693
contig_2,CDS,Glycosyl_transferase,2398271,2399414,1,100.0%,100.0%,100.0%,1,1,1,841,502,545
contig_2,CDS,Glycosyl_transferase,2601486,2602872,1,100.0%,100.0%,100.0%,1,1,1,2536,445,788
contig_2,CDS,Glycosyl_transferase,2724498,2725374,1,100.0%,100.0%,100.0%,1,1,1,2198,1435,1904
contig_2,CDS,Glycosyl_transferase,3248634,3250605,1,100.0%,100.0%,100.0%,1,1,1,11234,323,1068
contig_2,CDS,Glycosyl_transferase,3503966,3505244,1,100.0%,100.0%,100.0%,1,1,1,50,12,41
contig_2,CDS,Glycosyl_transferase,4355833,4358158,1,100.0%,100.0%,0.0%,1,1,0,167,37,0
contig_2,CDS,Glycosyl_transferase,4440657,4441416,1,100.0%,100.0%,100.0%,1,1,1,451,248,335
contig_2,CDS,Glycosyl_transferase,5159081,5160089,1,100.0%,100.0%,100.0%,1,1,1,44,10,15
contig_2,CDS,Glycosyl_transferase_family_1,3078402,3079584,1,100.0%,0.0%,100.0%,1,0,1,5,0,6
contig_2,CDS,Glycosyl_transferase_family_1_domain-containing_protein,4462262,4463279,1,100.0%,100.0%,100.0%,1,1,1,1269,375,730
contig_2,CDS,Glycosyl_transferase_family_2,3309634,3313507,1,100.0%,100.0%,100.0%,1,1,1,2445,2167,753
contig_2,CDS,Glycosyltransferase,1474293,1475469,1,100.0%,100.0%,100.0%,1,1,1,133,41,231
contig_2,CDS,Glycosyltransferase,3991983,3992721,1,100.0%,100.0%,100.0%,1,1,1,123,402,802
contig_2,CDS,Glycosyltransferase,5163977,5165261,1,0.0%,100.0%,0.0%,0,1,0,0,5,0
contig_2,CDS,Glycosyltransferase_2-like_domain-containing_protein,3253515,3254502,1,100.0%,100.0%,100.0%,1,1,1,48,3,58
contig_2,CDS,Glycosyltransferase_2-like_domain-containing_protein,3327954,3328983,1,100.0%,100.0%,100.0%,1,1,1,2752,2629,1986
contig_2,CDS,Glycosyltransferase_RgtA/B/C/D-like_domain-containing_protein,1981710,1982952,1,100.0%,100.0%,100.0%,1,1,1,410,133,202
contig_2,CDS,Glycosyltransferase_WbuB,635377,636658,1,100.0%,100.0%,100.0%,1,1,1,15763,4068,2702
contig_2,CDS,Glycosyltransferase_involved_in_cell_wall_biosynthesis,656131,657079,1,100.0%,100.0%,100.0%,1,1,1,9925,4296,2872
contig_2,CDS,Glyoxalase,231961,232360,1,100.0%,100.0%,100.0%,1,1,1,189,99,198
contig_2,CDS,Glyoxalase,1261679,1262090,1,100.0%,100.0%,100.0%,1,1,1,306,225,183
contig_2,CDS,Glyoxalase-like_domain-containing_protein,3160431,3160800,1,100.0%,100.0%,100.0%,1,1,1,64,80,53
contig_2,CDS,Glyoxalase/Bleomycin_resistance_protein/Dioxygenase_superfamily,4270920,4271379,1,100.0%,100.0%,100.0%,1,1,1,457,591,538
contig_2,CDS,Glyoxalase/bleomycin_resistance_protein/dioxygenase,2645104,2645605,1,100.0%,100.0%,100.0%,1,1,1,53,63,28
contig_2,CDS,Glyoxalase/bleomycin_resistance_protein/dioxygenase,4742874,4743297,1,100.0%,100.0%,100.0%,1,1,1,140,64,323
contig_2,CDS,GmrSD_restriction_endonucleases_C-terminal_domain-containing_protein,2634098,2634743,1,100.0%,100.0%,100.0%,1,1,1,63,10,1
contig_2,CDS,GntR_domain_protein,928462,929134,1,100.0%,100.0%,100.0%,1,1,1,293,134,245
contig_2,CDS,GntR_family_transcriptional_regulator,27779,29099,1,100.0%,100.0%,100.0%,1,1,1,21316,47803,51854
contig_2,CDS,GntR_family_transcriptional_regulator,624011,624755,1,100.0%,100.0%,100.0%,1,1,1,810,232,450
contig_2,CDS,GntR_family_transcriptional_regulator,1232462,1233152,1,100.0%,100.0%,100.0%,1,1,1,397,303,342
contig_2,CDS,GntR_family_transcriptional_regulator,1235652,1236360,1,100.0%,100.0%,100.0%,1,1,1,97,40,112
contig_2,CDS,GntR_family_transcriptional_regulator,1291619,1292897,1,100.0%,100.0%,0.0%,1,1,0,780,39,0
contig_2,CDS,GntR_family_transcriptional_regulator,1365139,1365883,1,100.0%,100.0%,100.0%,1,1,1,341,171,484
contig_2,CDS,GntR_family_transcriptional_regulator,1549318,1550677,1,100.0%,100.0%,100.0%,1,1,1,1523,1295,1696
contig_2,CDS,GntR_family_transcriptional_regulator,1590580,1591375,1,100.0%,100.0%,100.0%,1,1,1,398,283,162
contig_2,CDS,GntR_family_transcriptional_regulator,1775637,1776369,1,100.0%,100.0%,100.0%,1,1,1,181,60,23
contig_2,CDS,GntR_family_transcriptional_regulator,1834540,1835212,1,100.0%,100.0%,100.0%,1,1,1,127,125,116
contig_2,CDS,GntR_family_transcriptional_regulator,1928455,1929205,1,100.0%,100.0%,100.0%,1,1,1,1424,270,488
contig_2,CDS,GntR_family_transcriptional_regulator,1938281,1938671,1,100.0%,100.0%,100.0%,1,1,1,6949,559,2020
contig_2,CDS,GntR_family_transcriptional_regulator,2548756,2549446,1,100.0%,100.0%,100.0%,1,1,1,231,169,324
