Species,Contigs,Accession,Status,TaxID
Streptomyces collinus,36,GCF_040301045.1,Scaffold,42684
Streptomyces collinus,28,GCF_042737225.1,Scaffold,42684
Streptomyces collinus,62,GCF_040683835.1,Scaffold,42684
Streptomyces collinus,35,GCF_042869055.1,Scaffold,42684
Streptomyces collinus,32,GCF_040679375.1,Scaffold,42684
Streptomyces collinus,128,GCF_042673225.1,Scaffold,42684
Streptomyces collinus,24,GCF_044327545.1,Scaffold,42684
Streptomyces collinus,50,GCF_044759605.1,Scaffold,42684
Streptomyces collinus,77,GCF_042735795.1,Scaffold,42684
Streptomyces collinus,48,GCF_044391625.1,Scaffold,42684
Streptomyces collinus,1,GCF_032927875.1,Complete Genome,42684
Streptomyces collinus,126,GCF_040298545.1,Scaffold,42684
Streptomyces collinus,37,GCF_042901505.1,Scaffold,42684
Streptomyces collinus,37,GCF_042725995.1,Scaffold,42684
Streptomyces collinus,48,GCF_040631495.1,Scaffold,42684
Streptomyces collinus,3,GCF_000444875.1,Complete Genome,1214242
Streptomyces collinus,142,GCF_042869795.1,Scaffold,42684
Streptomyces collinus,1,GCF_021496485.1,Complete Genome,42684
Streptomyces collinus,23,GCF_042900615.1,Scaffold,42684
Streptomyces collinus,61,GCF_040634125.1,Scaffold,42684
Streptomyces collinus,77,GCF_042956655.1,Scaffold,42684
Streptomyces collinus,1,GCF_031348265.1,Complete Genome,42684
Streptomyces collinus,229,GCF_044390595.1,Scaffold,42684
Streptomyces collinus,138,GCF_007679265.1,Scaffold,42684
Streptomyces collinus,1,GCF_021496465.1,Complete Genome,42684
Streptomyces collinus,29,GCF_042725605.1,Scaffold,42684
Streptomyces collinus,30,GCF_044745025.1,Scaffold,42684
Streptomyces collinus,42,GCF_039540655.1,Scaffold,42684
Streptomyces collinus,83,GCF_040637625.1,Scaffold,42684
Streptomyces collinus,33,GCF_042896565.1,Scaffold,42684
Streptomyces collinus,37,GCF_044592935.1,Scaffold,42684
Streptomyces collinus,1,GCA_047041065.1,Complete Genome,42684
Streptomyces collinus,56,GCF_042897065.1,Scaffold,42684
Streptomyces collinus,35,GCF_044744025.1,Scaffold,42684
Streptomyces collinus,22,GCF_042868025.1,Scaffold,42684
Streptomyces collinus,28,GCF_044744905.1,Scaffold,42684
Streptomyces corchorusii,71,GCF_001514055.1,Scaffold,1903
Streptomyces coriariae,211,GCF_913919575.1,Scaffold,2864460
Streptomyces corynorhini,480,GCF_003346515.1,Scaffold,2282652
Streptomyces cremeus,35,GCF_042430905.1,Scaffold,66881
Streptomyces crystallinus,66,GCF_039521265.1,Scaffold,68191
Streptomyces cucumeris,98,GCF_024295805.1,Scaffold,2962890
Streptomyces curacoi,31,GCF_001513975.1,Scaffold,146536
Streptomyces cuspidosporus,187,GCF_039532705.1,Scaffold,66882
Streptomyces cyaneochromogenes,1,GCF_003963535.1,Complete Genome,2496836
Streptomyces cyaneofuscatus,142,GCF_042717235.1,Scaffold,66883
Streptomyces cyaneofuscatus,186,GCF_042725395.1,Scaffold,66883
Streptomyces cyaneofuscatus,95,GCF_042715075.1,Scaffold,66883
Streptomyces cyaneofuscatus,124,GCF_042734475.1,Scaffold,66883
Streptomyces cyaneofuscatus,59,GCF_042717115.1,Scaffold,66883
Streptomyces cyaneofuscatus,60,GCF_042719355.1,Scaffold,66883
Streptomyces cyaneofuscatus,48,GCF_044454265.1,Scaffold,66883
Streptomyces cyaneofuscatus,95,GCF_042733275.1,Scaffold,66883
Streptomyces cyaneofuscatus,74,GCF_042717525.1,Scaffold,66883
Streptomyces cyaneofuscatus,128,GCF_042717555.1,Scaffold,66883
Streptomyces cyaneofuscatus,19,GCF_044453845.1,Scaffold,66883
Streptomyces cyaneofuscatus,435,GCF_042729795.1,Scaffold,66883
Streptomyces cyaneofuscatus,25,GCF_044541295.1,Scaffold,66883
Streptomyces cyaneofuscatus,111,GCF_042718755.1,Scaffold,66883
Streptomyces cyaneofuscatus,33,GCF_044460505.1,Scaffold,66883
Streptomyces cyaneofuscatus,76,GCF_042718795.1,Scaffold,66883
Streptomyces cyaneofuscatus,84,GCF_042730785.1,Scaffold,66883
Streptomyces cyaneofuscatus,101,GCF_042717155.1,Scaffold,66883
Streptomyces cyaneofuscatus,116,GCF_042750345.1,Scaffold,66883
Streptomyces cyaneofuscatus,2,GCF_035918115.1,Complete Genome,66883
Streptomyces cyaneofuscatus,130,GCF_042671365.1,Scaffold,66883
Streptomyces cyaneofuscatus,2,GCF_035917555.1,Complete Genome,66883
Streptomyces cyaneofuscatus,1,GCF_035578105.1,Complete Genome,66883
Streptomyces cyaneofuscatus,3,GCF_045208885.1,Complete Genome,66883
Streptomyces cyaneofuscatus,363,GCF_040635735.1,Scaffold,66883
Streptomyces cyaneofuscatus,22,GCF_042891375.1,Scaffold,66883
Streptomyces cyaneofuscatus,27,GCF_042887625.1,Scaffold,66883
Streptomyces cyaneofuscatus,345,GCF_040750255.1,Scaffold,66883
Streptomyces cyaneofuscatus,65,GCF_040704035.1,Scaffold,66883
Streptomyces cyaneofuscatus,2,GCF_045161825.1,Complete Genome,66883
Streptomyces cyaneofuscatus,125,GCF_042887275.1,Scaffold,66883
Streptomyces cyaneofuscatus,90,GCF_040701645.1,Scaffold,66883
Streptomyces cyaneofuscatus,41,GCF_044752705.1,Scaffold,66883
Streptomyces cyaneofuscatus,30,GCF_042756225.1,Scaffold,66883
Streptomyces cyaneofuscatus,46,GCF_040685455.1,Scaffold,66883
Streptomyces cyaneofuscatus,535,GCF_040685355.1,Scaffold,66883
Streptomyces cyaneofuscatus,237,GCF_042787135.1,Scaffold,66883
Streptomyces cyaneofuscatus,92,GCF_042789405.1,Scaffold,66883
Streptomyces cyaneofuscatus,32,GCF_044752805.1,Scaffold,66883
Streptomyces cyaneofuscatus,213,GCF_040683515.1,Scaffold,66883
Streptomyces cyaneofuscatus,206,GCF_042885995.1,Scaffold,66883
Streptomyces cyaneofuscatus,79,GCF_042791635.1,Scaffold,66883
Streptomyces cyaneofuscatus,46,GCF_044746505.1,Scaffold,66883
Streptomyces cyaneofuscatus,92,GCF_042792135.1,Scaffold,66883
Streptomyces cyaneofuscatus,237,GCF_042794595.1,Scaffold,66883
Streptomyces cyaneofuscatus,42,GCF_042885835.1,Scaffold,66883
Streptomyces cyaneofuscatus,27,GCF_042885495.1,Scaffold,66883
Streptomyces cyaneofuscatus,43,GCF_049844635.1,Scaffold,66883
Streptomyces cyaneofuscatus,1,GCF_035950875.1,Complete Genome,66883
Streptomyces cyaneofuscatus,38,GCF_040629455.1,Scaffold,66883
Streptomyces cyaneofuscatus,22,GCF_044767295.1,Scaffold,66883
Streptomyces cyaneofuscatus,35,GCF_044766765.1,Scaffold,66883
Streptomyces cyaneofuscatus,1,GCF_033109485.1,Complete Genome,66883
Streptomyces cyaneofuscatus,47,GCF_040298505.1,Scaffold,66883
Streptomyces cyaneofuscatus,58,GCA_044765465.1,Scaffold,66883
Streptomyces cyaneofuscatus,67,GCF_044765345.1,Scaffold,66883
Streptomyces cyaneofuscatus,22,GCF_044768745.1,Scaffold,66883
Streptomyces cyaneofuscatus,37,GCF_040677545.1,Scaffold,66883
Streptomyces cyaneofuscatus,42,GCF_040650155.1,Scaffold,66883
Streptomyces cyaneofuscatus,66,GCF_040607115.1,Scaffold,66883
Streptomyces cyaneofuscatus,73,GCF_042668895.1,Scaffold,66883
Streptomyces cyaneofuscatus,50,GCF_042868005.1,Scaffold,66883
Streptomyces cyaneofuscatus,35,GCF_044327315.1,Scaffold,66883
Streptomyces cyaneofuscatus,35,GCF_042868285.1,Scaffold,66883
Streptomyces cyaneofuscatus,144,GCF_042668745.1,Scaffold,66883
Streptomyces cyaneofuscatus,50,GCF_042746625.1,Scaffold,66883
Streptomyces cyaneofuscatus,167,GCF_042794915.1,Scaffold,66883
Streptomyces cyaneofuscatus,26,GCF_044760105.1,Scaffold,66883
Streptomyces cyaneofuscatus,269,GCF_040613995.1,Scaffold,66883
Streptomyces cyaneofuscatus,62,GCF_049847145.1,Scaffold,66883
Streptomyces cyaneofuscatus,31,GCF_042956955.1,Scaffold,66883
Streptomyces cyaneofuscatus,35,GCF_044749845.1,Scaffold,66883
Streptomyces cyaneofuscatus,86,GCF_040613575.1,Scaffold,66883
Streptomyces cyaneofuscatus,79,GCF_040613315.1,Scaffold,66883
Streptomyces cyaneofuscatus,17,GCF_042957765.1,Scaffold,66883
Streptomyces cyaneofuscatus,74,GCF_042959145.1,Scaffold,66883
Streptomyces cyaneofuscatus,49,GCF_042885215.1,Scaffold,66883
Streptomyces cyaneogriseus,1,GCF_000931445.1,Complete Genome,477245
Streptomyces cyaneus,33,GCF_004028635.1,Scaffold,1904
Streptomyces cyanogenus,1,GCF_017526105.1,Complete Genome,80860
Streptomyces cynarae,2,GCF_025642135.1,Complete Genome,2981134
Streptomyces daghestanicus,128,GCF_014649475.1,Scaffold,66885
Streptomyces daghestanicus,1320,GCF_002154435.1,Scaffold,66885
Streptomyces daliensis,2592,GCA_018138425.1,Scaffold,299421
Streptomyces dangxiongensis,2,GCF_003675325.1,Complete Genome,1442032
Streptomyces daqingensis,50,GCF_014645895.1,Scaffold,1472640
Streptomyces davaonensis,2,GCF_000349325.1,Chromosome,1214101
Streptomyces deccanensis,1,GCF_022385335.1,Complete Genome,424188
Streptomyces decoyicus,2,GCF_045208505.1,Complete Genome,249567
Streptomyces decoyicus,1,GCF_045208515.1,Complete Genome,249567
Streptomyces decoyicus,1,GCF_035917695.1,Complete Genome,249567
Streptomyces decoyicus,2,GCF_036013815.1,Complete Genome,249567
Streptomyces decoyicus,213,GCF_040607535.1,Scaffold,249567
Streptomyces decoyicus,791,GCF_040606915.1,Scaffold,249567
Streptomyces decoyicus,2,GCF_036237195.1,Complete Genome,249567
Streptomyces decoyicus,231,GCF_000715775.1,Scaffold,249567
Streptomyces decoyicus,38,GCF_044754125.1,Scaffold,249567
Streptomyces decoyicus,153,GCF_040652975.1,Scaffold,249567
Streptomyces decoyicus,1,GCF_045162785.1,Complete Genome,249567
Streptomyces decoyicus,1,GCF_019880305.1,Complete Genome,249567
Streptomyces decoyicus,134,GCF_040760085.1,Scaffold,249567
Streptomyces decoyicus,116,GCF_042715275.1,Scaffold,249567
Streptomyces decoyicus,193,GCF_042672735.1,Scaffold,249567
Streptomyces decoyicus,54,GCF_042671465.1,Scaffold,249567
Streptomyces decoyicus,115,GCF_042673025.1,Scaffold,249567
Streptomyces decoyicus,141,GCF_042673125.1,Scaffold,249567
Streptomyces decoyicus,151,GCF_042670435.1,Scaffold,249567
Streptomyces dengpaensis,3,GCF_002946835.1,Complete Genome,2049881
Streptomyces desertarenae,64,GCF_042681365.1,Scaffold,2666184
Streptomyces diacarni,196,GCF_040642875.1,Scaffold,2800381
Streptomyces diacarni,80,GCF_003323715.1,Scaffold,2800381
Streptomyces diastaticus,81,GCF_042261155.1,Scaffold,1956
Streptomyces diastaticus,131,GCF_042263135.1,Scaffold,1956
Streptomyces diastaticus,44,GCF_042267085.1,Scaffold,1956
Streptomyces diastaticus,102,GCF_040634255.1,Scaffold,1956
Streptomyces diastaticus,97,GCF_044542255.1,Scaffold,1956
Streptomyces diastaticus,47,GCF_042899595.1,Scaffold,1956
Streptomyces diastaticus,55,GCF_044542335.1,Scaffold,1956
Streptomyces diastaticus,204,GCF_042729815.1,Scaffold,1956
Streptomyces diastaticus,78,GCF_042726485.1,Scaffold,1956
Streptomyces diastaticus,556,GCF_042727495.1,Scaffold,1956
Streptomyces diastaticus,405,GCF_042727545.1,Scaffold,1956
Streptomyces diastaticus,332,GCF_042736215.1,Scaffold,1956
Streptomyces diastaticus,163,GCF_042729695.1,Scaffold,1956
Streptomyces diastaticus,86,GCF_042728435.1,Scaffold,1956
Streptomyces diastaticus,50,GCF_044453025.1,Scaffold,1956
Streptomyces diastaticus,100,GCF_014648935.1,Scaffold,68040
Streptomyces diastaticus,178,GCF_042729085.1,Scaffold,1956
Streptomyces diastaticus,247,GCF_042729285.1,Scaffold,1956
Streptomyces diastaticus,226,GCF_042736515.1,Scaffold,1956
Streptomyces diastaticus,195,GCF_042736415.1,Scaffold,1956
Streptomyces diastaticus,317,GCF_042727115.1,Scaffold,1956
Streptomyces diastaticus,405,GCF_042729835.1,Scaffold,1956
Streptomyces diastaticus,218,GCF_040635265.1,Scaffold,1956
Streptomyces diastaticus,163,GCF_042729325.1,Scaffold,1956
Streptomyces diastaticus,86,GCF_044750425.1,Scaffold,1956
Streptomyces diastaticus,90,GCF_044750365.1,Scaffold,1956
Streptomyces diastaticus,371,GCF_042729995.1,Scaffold,1956
Streptomyces diastaticus,74,GCF_044747065.1,Scaffold,1956
Streptomyces diastaticus,74,GCF_044747045.1,Scaffold,1956
Streptomyces diastaticus,72,GCF_044750065.1,Scaffold,1956
Streptomyces diastaticus,59,GCF_044540345.1,Scaffold,1956
Streptomyces diastaticus,72,GCF_044747005.1,Scaffold,1956
Streptomyces diastaticus,1377,GCF_002892485.1,Scaffold,1956
Streptomyces diastaticus,392,GCF_042729965.1,Scaffold,1956
Streptomyces diastaticus,64,GCF_040684235.1,Scaffold,1956
Streptomyces diastaticus,90,GCF_040647355.1,Scaffold,1956
Streptomyces diastaticus,336,GCF_042730345.1,Scaffold,1956
Streptomyces diastaticus,75,GCF_040677935.1,Scaffold,1956
Streptomyces diastaticus,111,GCF_040702105.1,Scaffold,1956
Streptomyces diastaticus,57,GCF_044332465.1,Scaffold,1956
Streptomyces diastaticus,97,GCF_042736195.1,Scaffold,1956
Streptomyces diastaticus,240,GCF_042729865.1,Scaffold,1956
Streptomyces diastaticus,36,GCF_044746045.1,Scaffold,1956
Streptomyces diastaticus,474,GCF_042730355.1,Scaffold,1956
Streptomyces diastatochromogenes,526,GCF_042750585.1,Scaffold,42236
Streptomyces diastatochromogenes,242,GCF_002242805.1,Scaffold,42236
Streptomyces diastatochromogenes,180,GCF_036422015.1,Scaffold,42236
Streptomyces diastatochromogenes,938,GCF_001418405.1,Scaffold,42236
Streptomyces diastatochromogenes,298,GCF_042724385.1,Scaffold,42236
Streptomyces dioscori,44,GCF_003024195.1,Scaffold,2109333
Streptomyces djakartensis,109,GCF_014651075.1,Scaffold,68193
Streptomyces drozdowiczii,8,GCF_026229605.1,Scaffold,202862
Streptomyces drozdowiczii,1,GCF_026167665.1,Complete Genome,202862
Streptomyces drozdowiczii,82,GCF_039534625.1,Scaffold,202862
Streptomyces durhamensis,451,GCA_000722375.1,Scaffold,68194
Streptomyces durhamensis,218,GCF_000725475.1,Scaffold,68194
Streptomyces durmitorensis,82,GCF_039531655.1,Scaffold,319947
Streptomyces durmitorensis,2,GCF_023498005.1,Complete Genome,319947
Streptomyces durocortorensis,616,GCF_016901035.1,Scaffold,2811104
Streptomyces durocortorensis,1,GCF_031760065.1,Complete Genome,2811104
Streptomyces dysideae,152,GCF_001514305.1,Scaffold,909626
Streptomyces echinatus,35,GCF_044749945.1,Scaffold,67293
Streptomyces echinatus,56,GCF_014203595.1,Scaffold,67293
Streptomyces echinatus,87,GCF_042430925.1,Scaffold,67293
Streptomyces echinatus,72,GCF_044391795.1,Scaffold,67293
Streptomyces echinatus,29,GCF_044333005.1,Scaffold,67293
Streptomyces echinoruber,108,GCF_014651135.1,Scaffold,68898
Streptomyces echinoruber,76,GCF_042646985.1,Scaffold,68898
Streptomyces ehimensis,80,GCF_042654145.1,Scaffold,68195
Streptomyces endophytica,1,GCF_026153355.1,Complete Genome,2991496
Streptomyces enissocaesilis,2,GCA_028748005.1,Complete Genome,332589
Streptomyces erythrochromogenes,721,GCF_042800195.1,Scaffold,285574
Streptomyces erythrochromogenes,67,GCF_043090065.1,Scaffold,285574
Streptomyces erythrochromogenes,58,GCF_042799515.1,Scaffold,285574
Streptomyces erythrochromogenes,447,GCF_042794975.1,Scaffold,285574
Streptomyces erythrochromogenes,477,GCF_042794815.1,Scaffold,285574
Streptomyces erythrochromogenes,335,GCF_042794755.1,Scaffold,285574
Streptomyces erythrochromogenes,127,GCF_000725555.1,Scaffold,285574
Streptomyces erythrochromogenes,176,GCF_042735975.1,Scaffold,285574
Streptomyces erythrochromogenes,180,GCF_042735585.1,Scaffold,285574
Streptomyces erythrochromogenes,393,GCF_042801235.1,Scaffold,285574
Streptomyces erythrochromogenes,2,GCF_045039905.1,Complete Genome,285574
Streptomyces erythrochromogenes,75,GCF_043081265.1,Scaffold,285574
Streptomyces erythrochromogenes,797,GCF_042739935.1,Scaffold,285574
Streptomyces erythrochromogenes,388,GCF_042794735.1,Scaffold,285574
Streptomyces erythrochromogenes,80,GCF_042890705.1,Scaffold,285574
Streptomyces erythrochromogenes,60,GCF_044768065.1,Scaffold,285574
Streptomyces erythrochromogenes,35,GCF_044541785.1,Scaffold,285574
Streptomyces erythrochromogenes,65,GCF_040684695.1,Scaffold,285574
Streptomyces erythrochromogenes,49,GCF_040303025.1,Scaffold,285574
Streptomyces erythrochromogenes,113,GCF_042725635.1,Scaffold,285574
Streptomyces erythrochromogenes,1,GCF_045039655.1,Complete Genome,285574
Streptomyces erythrochromogenes,128,GCF_040643975.1,Scaffold,285574
Streptomyces erythrochromogenes,104,GCF_044744205.1,Scaffold,285574
Streptomyces erythrochromogenes,2,GCF_036170895.1,Complete Genome,285574
Streptomyces erythrochromogenes,194,GCF_040682495.1,Scaffold,285574
Streptomyces erythrochromogenes,36,GCF_044768665.1,Scaffold,285574
Streptomyces erythrochromogenes,76,GCF_044766825.1,Scaffold,285574
Streptomyces erythrochromogenes,38,GCF_042671935.1,Scaffold,285574
Streptomyces erythrochromogenes,19,GCA_020148185.1,Scaffold,285574
Streptomyces erythrochromogenes,47,GCF_044741085.1,Scaffold,285574
Streptomyces erythrogriseus,253,GCF_039534285.1,Scaffold,284027
Streptomyces eurocidicus,119,GCF_015475845.1,Scaffold,66423
Streptomyces eurocidicus,68,GCF_014203505.1,Scaffold,66423
Streptomyces europaeiscabiei,121,GCF_033795245.1,Scaffold,146819
Streptomyces europaeiscabiei,82,GCF_033794765.1,Scaffold,146819
Streptomyces europaeiscabiei,77,GCF_033795155.1,Scaffold,146819
Streptomyces europaeiscabiei,138,GCF_033794695.1,Scaffold,146819
Streptomyces europaeiscabiei,83,GCF_033794585.1,Scaffold,146819
Streptomyces europaeiscabiei,989,GCF_033793305.1,Scaffold,146819
Streptomyces europaeiscabiei,96,GCF_033795265.1,Scaffold,146819
Streptomyces europaeiscabiei,85,GCF_033794565.1,Scaffold,146819
Streptomyces europaeiscabiei,107,GCF_033794625.1,Scaffold,146819
Streptomyces europaeiscabiei,3,GCF_036346855.1,Complete Genome,146819
Streptomyces europaeiscabiei,94,GCF_033794595.1,Scaffold,146819
Streptomyces europaeiscabiei,1,GCF_045206405.1,Complete Genome,146819
Streptomyces europaeiscabiei,870,GCF_033794465.1,Scaffold,146819
Streptomyces europaeiscabiei,2,GCF_035962435.1,Complete Genome,146819
Streptomyces europaeiscabiei,72,GCF_033794805.1,Scaffold,146819
Streptomyces europaeiscabiei,79,GCF_033795065.1,Scaffold,146819
Streptomyces europaeiscabiei,2,GCF_036093575.1,Complete Genome,146819
Streptomyces europaeiscabiei,1,GCF_036181125.1,Complete Genome,146819
Streptomyces europaeiscabiei,1,GCF_036013605.1,Complete Genome,146819
Streptomyces europaeiscabiei,76,GCF_033792165.1,Scaffold,146819
Streptomyces europaeiscabiei,912,GCF_033792465.1,Scaffold,146819
Streptomyces europaeiscabiei,84,GCF_033794885.1,Scaffold,146819
Streptomyces europaeiscabiei,2,GCF_036013565.1,Complete Genome,146819
Streptomyces europaeiscabiei,1039,GCF_033792445.1,Scaffold,146819
Streptomyces europaeiscabiei,144,GCF_033794865.1,Scaffold,146819
Streptomyces europaeiscabiei,86,GCF_033795095.1,Scaffold,146819
Streptomyces europaeiscabiei,33,GCF_001189025.1,Scaffold,146819
Streptomyces europaeiscabiei,1,GCF_036013765.1,Complete Genome,146819
Streptomyces eurythermus,228,GCF_043088585.1,Scaffold,42237
Streptomyces eurythermus,2,GCF_042466695.1,Complete Genome,42237
Streptomyces eurythermus,70,GCF_014649115.1,Scaffold,42237
Streptomyces eurythermus,100,GCF_040647495.1,Scaffold,42237
Streptomyces eurythermus,400,GCF_040646115.1,Scaffold,42237
Streptomyces eurythermus,45,GCF_042896005.1,Scaffold,42237
Streptomyces eurythermus,89,GCF_040640755.1,Scaffold,42237
Streptomyces eurythermus,64,GCF_043090005.1,Scaffold,42237
Streptomyces eurythermus,39,GCF_044332495.1,Scaffold,42237
Streptomyces eurythermus,94,GCF_040641295.1,Scaffold,42237
Streptomyces eurythermus,39,GCF_043080785.1,Scaffold,42237
Streptomyces eurythermus,81,GCF_044332775.1,Scaffold,42237
Streptomyces eurythermus,75,GCF_044333265.1,Scaffold,42237
Streptomyces eurythermus,53,GCF_044903265.1,Scaffold,42237
Streptomyces eurythermus,108,GCF_040300605.1,Scaffold,42237
Streptomyces exfoliatus,353,GCF_049539115.1,Scaffold,1905
Streptomyces exfoliatus,24,GCF_049538535.1,Scaffold,1905
Streptomyces exfoliatus,129,GCF_000725545.1,Scaffold,1905
Streptomyces exfoliatus,41,GCF_044333315.1,Scaffold,1905
Streptomyces exfoliatus,157,GCF_040646535.1,Scaffold,1905
Streptomyces explomaris,1,GCF_025665295.1,Complete Genome,2981351
Streptomyces fagopyri,103,GCF_043200215.1,Scaffold,2662397
Streptomyces fagopyri,1,GCF_009498275.1,Complete Genome,2662397
Streptomyces fagopyri,143,GCF_042790975.1,Scaffold,2662397
Streptomyces fagopyri,56,GCF_044763065.1,Scaffold,2662397
Streptomyces fagopyri,191,GCF_040630645.1,Scaffold,2662397
Streptomyces ferrugineus,1,GCF_015160855.1,Complete Genome,1413221
Streptomyces ficellus,1,GCF_009739905.1,Complete Genome,1977088
Streptomyces filamentosus,367,GCF_040298945.1,Scaffold,67294
Streptomyces filamentosus,1,GCF_000156455.1,Scaffold,457431
